Task ID,Task Description,Deadline,Priority,Assigned User,User Workload,Past Task Behavior,Category,Status,Time Taken (hours),deadline_days_remaining,task_length,has_keyword_urgent,is_weekend_deadline,user_current_load,past_behavior_score,category_encoded,status_encoded,priority_encoded,Predicted Priority
synth_Documentation_115,Synthetic Documentation task 115 with realistic details,2025-08-15 09:24:02.291527,High,User_2,8,,Documentation,,,,,,,,,,,,1
synth_Documentation_116,Synthetic Documentation task 116 with realistic details,2025-08-08 09:24:02.291536,High,User_9,9,,Documentation,,,,,,,,,,,,1
synth_Documentation_117,Synthetic Documentation task 117 with realistic details,2025-08-08 09:24:02.291545,Medium,User_3,1,,Documentation,,,,,,,,,,,,1
synth_Documentation_118,Synthetic Documentation task 118 with realistic details,2025-07-20 09:24:02.291553,Low,User_3,8,,Documentation,,,,,,,,,,,,1
synth_Documentation_119,Synthetic Documentation task 119 with realistic details,2025-08-17 09:24:02.291562,Low,User_3,10,,Documentation,,,,,,,,,,,,1
synth_Documentation_120,Synthetic Documentation task 120 with realistic details,2025-07-29 09:24:02.291571,Medium,User_4,8,,Documentation,,,,,,,,,,,,1
synth_Documentation_121,Synthetic Documentation task 121 with realistic details,2025-08-05 09:24:02.291579,Medium,User_4,2,,Documentation,,,,,,,,,,,,1
synth_Documentation_122,Synthetic Documentation task 122 with realistic details,2025-08-04 09:24:02.291588,Low,User_4,6,,Documentation,,,,,,,,,,,,1
synth_Documentation_123,Synthetic Documentation task 123 with realistic details,2025-08-13 09:24:02.291597,Low,User_2,5,,Documentation,,,,,,,,,,,,1
synth_Documentation_124,Synthetic Documentation task 124 with realistic details,2025-08-03 09:24:02.291608,Medium,User_6,5,,Documentation,,,,,,,,,,,,1
synth_Documentation_125,Synthetic Documentation task 125 with realistic details,2025-07-20 09:24:02.291619,Low,User_8,4,,Documentation,,,,,,,,,,,,1
synth_Documentation_126,Synthetic Documentation task 126 with realistic details,2025-08-11 09:24:02.291628,Medium,User_1,7,,Documentation,,,,,,,,,,,,1
synth_Documentation_127,Synthetic Documentation task 127 with realistic details,2025-08-01 09:24:02.291637,Low,User_8,7,,Documentation,,,,,,,,,,,,1
synth_Documentation_128,Synthetic Documentation task 128 with realistic details,2025-07-20 09:24:02.291646,Low,User_7,2,,Documentation,,,,,,,,,,,,1
synth_Documentation_129,Synthetic Documentation task 129 with realistic details,2025-07-30 09:24:02.291655,Low,User_3,3,,Documentation,,,,,,,,,,,,1
synth_Documentation_130,Synthetic Documentation task 130 with realistic details,2025-08-17 09:24:02.291663,Low,User_1,10,,Documentation,,,,,,,,,,,,1
synth_Documentation_131,Synthetic Documentation task 131 with realistic details,2025-07-27 09:24:02.291672,High,User_5,9,,Documentation,,,,,,,,,,,,1
synth_Documentation_132,Synthetic Documentation task 132 with realistic details,2025-07-21 09:24:02.291681,High,User_7,1,,Documentation,,,,,,,,,,,,1
synth_Documentation_133,Synthetic Documentation task 133 with realistic details,2025-07-22 09:24:02.291689,Low,User_1,3,,Documentation,,,,,,,,,,,,1
synth_Documentation_134,Synthetic Documentation task 134 with realistic details,2025-07-24 09:24:02.291698,Low,User_1,6,,Documentation,,,,,,,,,,,,1
synth_Documentation_135,Synthetic Documentation task 135 with realistic details,2025-08-12 09:24:02.291706,Low,User_8,4,,Documentation,,,,,,,,,,,,1
synth_Documentation_136,Synthetic Documentation task 136 with realistic details,2025-08-07 09:24:02.291715,High,User_3,7,,Documentation,,,,,,,,,,,,1
synth_Documentation_137,Synthetic Documentation task 137 with realistic details,2025-08-11 09:24:02.291726,Medium,User_3,6,,Documentation,,,,,,,,,,,,1
synth_Documentation_138,Synthetic Documentation task 138 with realistic details,2025-08-11 09:24:02.291734,Medium,User_1,1,,Documentation,,,,,,,,,,,,1
synth_Documentation_139,Synthetic Documentation task 139 with realistic details,2025-07-26 09:24:02.291743,Low,User_4,1,,Documentation,,,,,,,,,,,,1
synth_Documentation_140,Synthetic Documentation task 140 with realistic details,2025-07-27 09:24:02.291752,Low,User_7,1,,Documentation,,,,,,,,,,,,1
synth_Documentation_141,Synthetic Documentation task 141 with realistic details,2025-08-05 09:24:02.291760,High,User_6,7,,Documentation,,,,,,,,,,,,1
synth_Documentation_142,Synthetic Documentation task 142 with realistic details,2025-07-31 09:24:02.291769,Low,User_8,7,,Documentation,,,,,,,,,,,,1
synth_Documentation_143,Synthetic Documentation task 143 with realistic details,2025-08-07 09:24:02.291780,Medium,User_7,10,,Documentation,,,,,,,,,,,,1
synth_Documentation_144,Synthetic Documentation task 144 with realistic details,2025-07-26 09:24:02.291790,Low,User_3,1,,Documentation,,,,,,,,,,,,1
synth_Documentation_145,Synthetic Documentation task 145 with realistic details,2025-07-25 09:24:02.291800,High,User_3,9,,Documentation,,,,,,,,,,,,1
synth_Documentation_146,Synthetic Documentation task 146 with realistic details,2025-08-06 09:24:02.291809,Medium,User_7,3,,Documentation,,,,,,,,,,,,1
synth_Documentation_147,Synthetic Documentation task 147 with realistic details,2025-08-12 09:24:02.291818,High,User_10,3,,Documentation,,,,,,,,,,,,1
synth_Documentation_148,Synthetic Documentation task 148 with realistic details,2025-07-30 09:24:02.291827,Low,User_2,9,,Documentation,,,,,,,,,,,,1
synth_Documentation_149,Synthetic Documentation task 149 with realistic details,2025-08-15 09:24:02.291835,Medium,User_8,6,,Documentation,,,,,,,,,,,,1
synth_Documentation_150,Synthetic Documentation task 150 with realistic details,2025-07-21 09:24:02.291844,Low,User_4,2,,Documentation,,,,,,,,,,,,1
synth_Documentation_151,Synthetic Documentation task 151 with realistic details,2025-08-12 09:24:02.291852,High,User_10,7,,Documentation,,,,,,,,,,,,1
synth_Documentation_152,Synthetic Documentation task 152 with realistic details,2025-07-24 09:24:02.291861,High,User_6,4,,Documentation,,,,,,,,,,,,1
synth_Documentation_153,Synthetic Documentation task 153 with realistic details,2025-07-23 09:24:02.291869,High,User_3,3,,Documentation,,,,,,,,,,,,1
synth_Documentation_154,Synthetic Documentation task 154 with realistic details,2025-08-01 09:24:02.291880,Medium,User_8,1,,Documentation,,,,,,,,,,,,1
synth_Documentation_155,Synthetic Documentation task 155 with realistic details,2025-07-23 09:24:02.291889,Medium,User_3,6,,Documentation,,,,,,,,,,,,1
synth_Documentation_156,Synthetic Documentation task 156 with realistic details,2025-08-05 09:24:02.291897,Low,User_8,1,,Documentation,,,,,,,,,,,,1
synth_Documentation_157,Synthetic Documentation task 157 with realistic details,2025-07-21 09:24:02.291908,Medium,User_6,2,,Documentation,,,,,,,,,,,,1
synth_Documentation_158,Synthetic Documentation task 158 with realistic details,2025-08-06 09:24:02.291917,High,User_2,4,,Documentation,,,,,,,,,,,,1
